rank,title,title_english,title_japanese,type,members,score,year
35,Fushigi Yuugi OVA,Mysterious Play OVA,ふしぎ遊戯,OVA,24297,7.12,1996
36,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,Kindaichi Shounen no Jikenbo Movie 1: Operazakan - Aratanaru Satsujin,金田一少年の事件簿・オペラ座館・新たなる殺人,Movie,4247,7.11,1996
37,Lupin III: Dead or Alive,Lupin III: Dead or Alive,ルパン三世 DEAD OR ALIVE,Movie,12638,7.1,1996
38,Tetsuwan Birdy,Birdy the Mighty,鉄腕バーディー,OVA,34319,7.06,1996
39,Armitage III: Poly-Matrix,Armitage III: Poly-Matrix,アミテージ・ザ・サード POLY-MATRIX,Movie,16957,7.05,1996
40,YAT Anshin! Uchuu Ryokou,YAT Anshin! Uchuu Ryokou,ＹＡＴ　安心！宇宙旅行,TV,3058,7.04,1996
41,B'T X,B'T X,B`T X　ビート・エックス,TV,13098,7.02,1996
42,Mahoutsukai Tai!,Magic User's Club OVA,魔法使いTai!,OVA,11909,7.02,1996
43,Fushigi Yuugi Special: Nakago Shikkari Shinasai!,Fushigi Yuugi Special: Watase Yuu Selection,ふしぎ遊戯スペシャル 心宿しっかりしなさい！,Special,3128,7.02,1996
44,Yuusha Shirei Dagwon,Brave Command Dagwon,勇者指令ダグオン,TV,3119,6.99,1996
45,Mizuiro Jidai,Mizuiro Jidai,水色時代,TV,5931,6.99,1996
46,Elf wo Karu Mono-tachi,Those Who Hunt Elves,エルフを狩るモノたち,TV,29198,6.96,1996
47,Sonic★the★Hedgehog,Sonic the Hedgehog: The Movie,ソニック★ザ★ヘッジホッグ,OVA,21635,6.94,1996
48,VS Knight Lamune & 40 Fire,VS Knight Lamune & 40 Fire,VS騎士ラムネ&40炎,TV,4090,6.92,1996
49,Bakusou Kyoudai Let's & Go,Bakusou Kyoudai Let's & Go,爆走兄弟レッツ＆ゴー!!,TV,12407,6.87,1996
50,Lupin III: Twilight Gemini no Himitsu,Lupin III: The Secret of Twilight Gemini,ルパン三世『トワイライト☆ジェミニの秘密』,TV Special,8811,6.87,1996
