rank,title,title_english,title_japanese,type,members,score,year
28,Oshin,Oshin,おしん,Movie,1462,6.34,1984
29,Daishizen no Majuu: Bagi,"Bagi, the Monster of Mighty Nature",大自然の魔獣 バギ,TV Special,4288,6.33,1984
30,Little El Cid no Bouken,Adventures of Little El Cid,リトル・エル・シドの冒険,TV,966,6.3,1984
31,Koala Boy Kokki,The Adventures of the Little Koala,コアラボーイコッキィ,TV,1079,6.3,1984
32,Dr. Slump Movie 04: Arale-chan Hoyoyo! Nanaba Shiro no Hihou,Dr. Slump and Arale-chan: Hoyoyo! The Treasure of Nanaba Castle,Ｄｒ．スランプ アラレちゃん ほよよ！ナナバ城の秘宝,Movie,2194,6.29,1984
33,Galactic Patrol Lensman,Galactic Patrol Lensman,GALACTIC PATROL　レンズマン,TV,2538,6.27,1984
34,Uracon III Opening Animation,Uracon III Opening Animation,ウラコンIII オープニングアニメーション,Special,276,6.25,1984
35,God Mazinger,God Mazinger,ゴッドマジンガー,TV,3386,6.24,1984
36,Kinnikuman (Movie),Kinnikuman (Movie),キン肉マン (キン肉マン 奪われたチャンピオンベルト),Movie,2136,6.23,1984
37,Cream Lemon,Cream Lemon,くりいむレモン,OVA,8382,6.22,1984
38,Mori no Tonto-tachi,A Christmas Adventure,森のトントたち,TV,963,6.22,1984
39,Gu-Gu Ganmo,Gu-Gu Ganmo,Gu-Guガンモ,TV,1740,6.18,1984
40,Kinnikuman: Kessen! Shichinin no Choujin tai Uchuu Nobushi,Kinnikuman: Kessen! Shichinin no Choujin tai Uchuu Nobushi,キン肉マン 決戦!7人の超人vs宇宙野武士,TV Special,1603,6.18,1984
41,Little Nemo Pilot (1984),Little Nemo: Adventures in Slumberland Pilot,リトル・ニモ パイロット,Special,1338,6.16,1984
42,Kinnikuman: Ooabare! Seigi Choujin,Kinnikuman: Ooabare! Seigi Choujin,キン肉マン 大暴れ！正義超人,Movie,1671,6.15,1984
43,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,Ninja Hattori-kun Plus Perman: Chounouryoku Wars,忍者ハットリくん＋パーマン 超能力ウォーズ,Movie,1004,6.13,1984
44,Ranpou,Ranpou,らんぽう,TV,752,6.13,1984
45,Manga Doushite Monogatari,Manga Doushite Monogatari,まんがどうして物語,TV,564,6.13,1984
46,Ashita Tenki ni Naare,A Great Super Shot Boy,あした天気になあれ,TV,1348,6.13,1984
47,Chouriki Robo Galatt,Chouriki Robo Galatt,超力ロボ ガラット,TV,1482,6.12,1984
48,SF Shinseiki Lensman,SF Shinseiki Lensman,SF新世紀 レンズマン,Movie,4171,6.11,1984
49,Okawari-Boy Starzan-S,Okawari-Boy Starzan-S,OKAWARI-BOY スターザンS,TV,1217,6.1,1984
50,Machikado no Märchen,Machikado no Märchen,Radio City Fantasy 街角のメルヘン,OVA,2814,6.05,1984
